"","0h_01","0h_02","0h_03","0h_04","0h_05","0h_06","4h_01","4h_02","4h_03","4h_04","4h_05","4h_06","24h_01","24h_02","24h_03","24h_04","24h_05","24h_06"
"Q924T2",28.03868103,27.91033554,28.00270844,27.93128586,27.87812424,27.81494522,27.70806694,27.63982391,27.80421257,27.66715813,27.72890663,27.64416504,28.03401756,28.0040493,27.9596405,27.84140205,27.75970459,27.83104706
"Q924W5",24.60811234,23.87071991,24.00801277,24.228405,26.08143044,25.04857826,25.03959084,25.02804184,25.20895767,25.56087112,23.66639519,24.58753395,23.6728096,24.75822449,25.76444435,24.73143387,25.30368233,23.76651764
"Q925I1",29.08909225,29.0307579,29.1491394,29.08623505,29.0980072,29.09267616,28.90695763,28.94703865,29.12474823,28.85108757,28.93696785,28.8850956,29.42752266,29.42290115,29.34185028,29.129179,29.32960701,29.18449402
"Q99J09",26.65417099,26.51088524,26.40093422,26.25290108,26.69232178,26.54209137,26.80636597,26.68552017,26.80833054,27.23735619,26.59519768,26.98891068,26.20202255,26.55553818,26.27104378,26.57100296,26.40785217,24.63280869
"Q99J19",27.11872292,26.93865204,26.35359955,27.23671913,26.98021889,26.60667801,25.95608711,25.77137756,26.16708565,25.70453644,26.54923439,26.29584312,26.5181675,26.49591637,26.52708626,26.31579018,26.19625473,26.26123047
"Q99J36",26.01922226,25.09879112,26.07312393,24.28926468,25.51498032,24.74508476,25.89460373,25.99845505,26.04331017,26.2174511,26.34045029,26.15742111,24.04552078,26.04927063,26.07492065,25.34821701,25.8410778,25.95949745
"Q99J39-2",26.40756226,26.09936714,26.41002274,26.25614548,26.39208221,25.96703911,25.67745209,25.95115852,25.89788437,25.79785919,25.99528694,25.65810013,26.35201645,26.11541176,26.10978508,24.54611206,25.9585228,25.91164017
"Q99J62",28.44174004,28.43785667,28.57758713,28.55709457,28.4944973,28.67764664,28.38837433,28.50279045,28.63349915,28.46088219,28.39729881,28.39439774,28.60006332,28.55138588,28.52140617,28.43845177,28.47177505,28.60851288
"Q99J77",27.07795906,27.02527618,27.17788124,27.20508385,26.89723778,27.10359573,27.43475914,27.07938385,27.46528816,27.51163864,27.38632011,27.1300621,27.19657326,27.35716248,27.43753815,27.38730621,27.35984421,27.55953979
"Q99J95",26.7590065,26.41656113,26.23370552,26.23332024,26.37071037,26.46014023,26.46948624,26.17287445,26.44001389,26.42777443,26.46332359,26.37608719,26.7395668,26.54150009,26.87067795,25.39480591,26.89342308,26.34980965
"Q99J99",28.71943855,28.9275341,28.8848629,28.88273621,28.73763466,28.79209709,28.77824974,28.81399727,28.70064545,28.55804443,28.7460556,28.59405899,29.19905853,29.01717377,29.11373901,29.00187683,28.95648575,28.95579338
"Q99JB2",29.77107239,29.73589325,29.57517242,30.00865173,29.93424225,29.71855736,29.56478119,29.82304764,29.73621559,29.57538795,29.5355835,29.49086952,30.00985336,29.76954269,29.78458214,29.74928856,29.72561073,29.7227478
"Q99JF8",28.97795677,28.97089958,29.20368576,28.95235443,28.96229172,29.17490959,28.91687012,28.92609215,28.91501808,28.93654823,28.88159943,28.96642303,28.73214531,28.77118111,28.64457703,28.52705002,28.67576408,28.62174034
"Q99JI4",28.33539009,28.129179,28.26118469,27.95282555,28.08942032,28.29057121,28.39374352,28.35178185,28.46310616,28.59683418,28.26575279,28.68675613,27.99663544,28.08253479,27.82486916,28.05501747,28.04082489,28.08177185
"Q99JR1",30.44430923,30.37243843,30.3561554,30.50161362,30.43519592,30.32077026,30.13050461,30.19060516,30.37223053,29.90942001,30.25045013,30.01969337,30.63599014,30.50568962,30.50805283,30.36484146,30.47392273,30.34329224
"Q99JR6",24.73349953,24.92471313,24.77286339,25.65932274,23.80277443,24.53512001,24.45576477,25.19058037,24.13306808,24.50966644,25.42470551,24.23299026,27.11277008,23.81135941,24.83976936,24.42532539,26.55335617,26.63713264
"Q99JR8-2",26.6246376,25.98359299,26.3979187,26.80882263,26.50303268,26.28245544,26.19691086,26.20338631,26.39404678,25.81597137,26.14996147,26.04497719,25.77321434,25.90680885,26.03791618,26.09256935,26.04859924,25.9223423
"Q99JT1",27.22609711,27.69285393,27.74887276,27.60787773,27.40697861,27.86313438,27.40470695,27.32302666,27.39018059,27.24798584,27.38558006,27.2185421,27.64437103,27.57686615,28.00576401,27.53549194,27.73550606,27.8254776
"Q99JT9",27.24381638,26.88588142,27.02136421,26.72676468,26.80747223,27.22434998,27.32044601,27.44663811,27.05755043,27.44947433,27.18006516,27.11862373,26.97410393,26.82590103,26.90437698,26.90207672,26.84218216,27.02949524
"Q99JX4",28.66536331,28.74085426,28.93362427,28.70266151,28.5442524,28.97850227,28.93263817,28.99617577,28.9197979,29.20461845,28.91999817,29.11237335,28.33099556,28.46178055,28.48158455,28.64519501,28.54008293,28.584198
"Q99JX6",29.99442482,30.24354362,30.31797028,30.35047531,30.4386692,30.42752266,30.12989044,30.01305199,30.24115944,30.18032646,30.13503838,30.04283524,30.24206734,30.30367088,30.23933792,30.30062103,30.22400475,30.30747604
"Q99JY0",33.23177719,33.21857452,33.25631332,33.41727066,33.30945587,33.17897797,33.17563629,33.26136398,33.2363472,33.0408287,33.24572754,32.98637772,33.50899887,33.43016815,33.32884216,33.42154312,33.38535309,33.31567764
"Q99JY4",25.70572281,25.52357674,25.8649292,25.84794998,25.70318985,26.27817154,25.97668457,25.96199226,26.05850029,25.9378891,25.87319183,26.13214302,26.26282501,26.67114639,26.22267532,26.29622841,26.39303207,26.41833115
"Q99JY8",27.6114006,27.2123394,27.42838287,27.53058815,27.6601696,27.25664902,27.37243843,27.36076546,27.34671783,26.92727852,27.36769676,27.32757378,27.2170639,27.10799026,27.45669746,27.27701759,27.32534599,25.14063644
"Q99JZ4",28.44915962,28.53489876,28.34278297,28.08319473,28.22375298,28.55818939,28.86079788,28.79200363,28.68468475,28.84122086,28.72448921,28.86581993,28.75078964,28.76976395,28.80072975,28.54811668,28.90314102,28.71479607
"Q99K23",27.2892971,27.3250885,27.08090973,27.26945877,27.39419365,27.29544067,27.39149284,27.37939644,27.39280319,26.98489761,27.15450859,27.25664902,26.83436584,26.84290123,26.93651962,27.12494659,27.25601959,27.11584854
"Q99K28",25.92327118,26.11761284,25.62633705,26.20493507,24.74120331,25.87862778,26.39101601,26.04787064,26.14098358,26.39383316,26.76306534,26.387043,26.00483131,26.08960342,26.33308029,25.98817444,26.2469902,26.28466225
"Q99K70",26.85090828,26.59505463,26.55372238,26.58606148,26.4888401,26.31141472,26.48782921,26.37845421,26.75671768,26.61315918,26.49603844,26.31705093,26.60724258,24.89274025,26.34659958,26.89353943,26.48568153,25.07143593
"Q99K74",25.45211601,24.77001572,25.23403358,24.885252,25.27013588,25.37414742,25.04439354,25.22055435,25.13625717,25.15189934,25.00927925,25.17306519,24.79530907,24.79357338,24.83552361,24.94429398,24.84976387,25.05059814
"Q99KC8",26.25954247,26.76963806,26.76862907,26.47644043,26.50653267,26.89769936,27.17035484,27.04957581,26.94290733,27.22600555,26.84050179,27.11505508,26.96708298,27.27168655,26.98000145,27.05569077,27.14782906,27.18933296
"Q99KD6",28.06069756,28.03291321,28.43237114,27.74464417,28.04359055,28.63958359,28.28709602,28.61062622,28.50149918,28.34731102,27.69696999,28.19821358,28.49258995,28.56005096,28.31604958,28.0510807,28.38652611,28.0886631
"Q99KE1",30.47218132,30.4682045,30.45326805,30.49866867,30.60195923,30.45444489,30.4209156,30.38298607,30.10561943,30.22158813,30.32066154,30.26684761,30.51681328,30.60213661,30.52178192,30.4317131,30.44559288,30.38525009
"Q99KG3-2",26.80574989,26.81360054,27.02823067,26.83942032,26.89238167,26.83255577,26.62936974,26.891222,26.7701416,26.51325035,26.47041702,26.67546082,26.6724968,26.40278816,26.42543983,26.39543533,26.61414146,26.58677673
"Q99KI0",34.34466934,34.26409531,34.2584877,34.2659111,34.25166321,34.26402664,34.21689987,34.22381973,34.14383698,34.0628624,34.21992874,34.00855255,34.65959549,34.51000214,34.5351944,34.43886948,34.40673065,34.36299896
"Q99KI3",27.32774544,27.61750793,27.39762497,27.29622841,27.58218956,27.46435356,27.06507111,27.6408596,27.53852844,27.27239799,27.31881142,27.44474411,27.5747757,27.63374138,27.56754112,27.65198326,27.66193771,27.61883926
"Q99KK7",27.02949524,26.7203846,26.79897118,26.69909096,26.53770065,26.83159065,27.35976028,27.32765961,27.09113693,27.51810837,27.10739326,27.32362747,26.96455193,27.00217247,27.01073265,26.95171547,26.88669586,27.14501381
"Q99KN2",25.29305458,26.28864479,25.78715897,26.03149414,26.08996582,24.48103142,26.31106758,26.0370369,26.38434601,26.66952515,26.43899918,26.02214622,24.44176865,24.03595352,25.97348976,25.39136314,26.05355835,26.10295486
"Q99KP6",29.34731102,29.34202003,29.23642159,29.39163589,29.58833313,29.26738358,29.10769272,29.15303421,29.23185158,29.05530167,29.143116,29.13768005,29.06879044,29.00603104,29.14043617,29.13298225,28.98918152,29.11433601
"Q99KQ4",29.60126877,29.56982422,29.58591843,29.19570541,29.18115616,29.54708862,29.97991943,30.01929665,29.9797821,30.24615097,29.94948959,29.71644783,29.28967094,29.4897213,29.27561951,29.35110664,29.3475647,29.34051323
"Q99KR3",27.21669388,27.44292641,27.25214386,27.50551796,26.93427086,27.19535446,27.73337364,27.63685608,27.40080261,27.51728249,27.65546799,27.55997849,27.48423767,27.26954651,27.37865257,27.30129623,27.40243149,27.51908302
"Q99KR7",29.91769409,29.66084862,29.85061073,29.86894226,29.58258438,29.72017288,29.74736786,29.66729355,29.66649818,29.62359047,29.8463726,29.57509995,30.18399811,29.95338058,29.87980461,29.84898567,29.88977242,29.75571632
"Q99KU0",25.7713604,24.58519745,26.24372482,24.62233925,25.55127335,24.67305946,26.09230804,26.42433548,26.27111626,26.60300255,25.82429886,26.60399437,26.23313713,25.99894905,24.63341713,26.01194954,26.35617065,24.69345474
"Q99KV1",28.64543533,28.78659248,29.1114769,28.64233971,28.79652786,29.06311607,28.92498779,28.94332695,28.87683678,29.07574272,28.78334808,28.97634506,29.08995056,28.99183273,29.05589676,28.97410393,29.14673805,28.95274353
"Q99L04",27.55442619,27.52095795,27.57094574,27.75837135,27.53118324,27.75487137,27.61743927,27.51141167,27.54708862,27.25214386,27.64216805,27.3740139,27.6496563,27.63526535,27.62470627,27.57224655,27.65676498,27.5767231
"Q99L13",29.76545525,29.85192108,29.83385277,29.83208847,29.81988525,29.92167282,29.89403152,29.86911964,29.65382957,29.65052986,29.65824699,29.62186432,30.28758049,30.26013184,30.00410271,29.98847771,29.98440742,29.93494606
"Q99L27",24.39474297,25.06645966,24.41483688,24.65387154,24.90026665,24.18154526,24.23395157,24.09964371,24.08880424,25.06743431,24.50069237,24.27031708,24.79014397,24.47305298,24.8463726,25.12797928,25.44285011,25.06212807
"Q99LB6",27.16987801,26.93156815,27.23159981,26.39011383,26.71528625,27.66593933,27.82935333,27.87055969,27.72279739,28.13941193,27.32491684,27.74669647,27.27559853,27.6290226,27.17521858,27.17930603,27.48677063,27.26954651
"Q99LC2",26.83701515,27.11941528,26.73647308,26.98239708,27.00388908,26.66695595,24.20090866,26.54689598,26.45085907,26.51252747,26.65102577,26.42051697,26.70384979,24.92667389,26.97147369,26.46810341,26.73918152,27.00227928
"Q99LC3",30.21094704,30.07890129,30.23363686,30.20419884,30.21454048,30.25451088,30.3265667,30.19037056,30.23111916,30.00061607,30.17569542,29.96911621,30.51934624,30.63978958,30.42472267,30.36786461,30.39621735,30.31473351
"Q99LC5",33.72760773,33.66966248,33.80904388,33.71466827,33.59712601,33.6735611,33.66235733,33.70409012,33.44504929,33.51005936,33.58261871,33.48291779,33.95835114,33.92007446,33.8394928,33.83845901,33.73549652,33.67366791
"Q99LE6",27.36110115,27.47382736,27.27728462,27.46832085,27.10069275,27.34916878,27.47297478,27.34316444,27.48677063,27.35816956,27.5599041,27.36803055,27.55288696,27.56470871,27.56470871,27.55676651,27.69218826,27.6558094
"Q99LF4",28.59063721,28.36448669,28.75821304,28.15971375,28.25160217,28.90500832,28.82562828,29.025383,28.73120689,29.21935081,28.79853821,28.85302353,28.73405266,28.76154518,28.78109932,28.66722679,28.79113388,28.67572975
"Q99LG2",25.88776398,26.01263046,25.91065598,25.56842422,26.07728767,25.9971199,26.04092979,26.38791466,26.11947441,26.47792244,26.05695152,26.1749897,26.13883591,26.15168571,26.08160019,26.04266167,26.01275826,25.81758118
"Q99LI7",27.10309601,27.0914402,27.15836525,26.98337555,27.15585899,26.94681549,26.86773491,26.92546844,26.9234314,26.69059181,26.71790314,26.72676468,26.6246376,26.77831268,26.7929039,26.62016869,26.62742233,26.58032227
"Q99LL5",24.82054329,25.5703373,25.48971367,24.46826363,24.21356583,25.92978668,26.1235466,25.58546066,25.82715607,25.63732529,24.63490486,25.78231812,24.80825615,25.76337051,23.79825401,24.75399399,24.34884071,26.22158813
"Q99LP6",31.13638496,30.98542595,31.09942627,31.01111984,31.09773064,31.09238625,31.15972519,31.00724792,30.96629906,30.86378288,31.21904945,30.94139671,31.35578728,31.23100471,31.12065125,31.04316139,31.27957726,31.00477219
"Q99LR1",26.76724052,26.92422295,27.09506798,27.12750626,26.93348312,26.80784035,26.6624794,26.77140236,26.99075127,26.70279312,26.65294075,26.85638046,26.68925858,26.75798988,26.80845451,26.76888084,26.82189369,26.66844368
"Q99LS3",28.52241707,28.68552017,28.37844467,28.2976284,28.19018173,28.38298607,28.7258873,28.73469925,28.84568405,29.18387985,28.6129837,28.64079094,27.86124039,27.78606224,28.05723953,28.08952141,28.01483536,27.87572479
"Q99LT0",30.45542526,30.27108383,30.31527328,30.21500397,30.33362198,30.14199638,30.11060715,30.02722931,30.12632561,30.16997337,30.21164322,30.04309464,29.78601646,29.89025116,29.71269798,29.71166611,29.71355057,29.52939796
"Q99LX0",29.30862808,29.05493927,29.30057716,28.88127899,28.96391678,28.99218369,29.3383255,29.39660454,29.24492836,29.62846565,29.18238831,29.40460396,29.21611595,29.15192223,29.09086037,29.12499619,29.07574272,29.06661034
"Q99LY9",28.97158432,29.12035561,29.27397728,29.15971375,29.17436218,29.36613464,29.11120415,29.31133652,29.09325409,29.14416313,28.90629959,29.02952194,29.34521675,29.42971992,29.49666977,29.34583092,29.27426529,29.12428093
"Q99M01",27.49503136,24.64332962,26.92286301,27.47390366,23.55313873,24.25183105,24.9250946,24.44667435,24.69731331,27.14976883,24.55526733,26.68257713,24.30639267,28.9402771,25.01857185,24.48296547,24.11531258,25.79740906
"Q99M28",28.6036396,28.68735695,28.8907299,28.93055344,28.70612526,28.71901321,28.68862534,28.71276474,28.43900681,28.47161865,28.43642807,28.60374641,28.61845398,28.58484268,28.62076187,28.61108398,28.71751213,28.71839333
"Q99M31",26.28984261,26.86714554,26.18922043,26.20383453,26.30747604,26.25717163,26.82662964,26.48443794,26.40499878,26.80661201,26.54969025,26.52386093,26.78979874,26.88378525,26.84744835,26.96080017,26.94167709,26.88075256
"Q99M71",27.10739326,24.7638855,27.22002029,27.43037796,27.54015541,27.16298103,27.24045372,26.99150848,27.08334541,27.12593079,27.0039959,27.33858109,27.09456444,27.1848011,27.54000854,27.04270363,27.20545769,27.19788742
"Q99M87",29.16973495,29.1208992,29.39976501,29.26096153,29.26979256,29.17095184,29.15460396,29.29129601,29.25525475,28.97224236,29.25484848,29.00849152,29.35369682,29.43087578,29.26992607,29.11783218,29.15836525,29.15622139
"Q99ME9",26.80833054,26.41628647,27.00088501,26.57556915,26.75187492,27.38549805,26.83424568,26.93393326,26.73492432,27.09345627,26.5839119,27.0048542,26.8256588,26.90115738,26.94246101,26.61876869,26.86396027,26.65088844
"Q99MN9",29.12359047,29.19978333,29.19298172,29.17890358,29.20097542,29.09790802,29.04549217,29.12676811,29.13902283,29.158535,28.94815445,28.87721634,29.55138588,29.44573021,29.38191414,29.34844971,29.28259659,29.15932846
"Q99MR6-3",27.99377632,27.99964905,28.17011642,28.03956985,27.99518013,28.08253479,27.91866112,28.0626545,28.12622643,28.03627205,27.92953873,28.04051208,27.64657021,27.69968605,27.77479935,27.65061569,27.78967476,27.78830528
"Q99MR8",28.60985184,28.74146461,28.61820984,28.6546154,28.60995674,28.72829056,28.70365143,28.69458199,28.62044907,28.65867233,28.58502197,28.66305733,28.94402504,28.89916992,28.80390549,28.70497131,28.73602295,28.74768829
"Q99N15",31.2918663,31.17605209,31.12077522,31.08398056,31.16267014,30.98752785,30.73707008,30.83492279,30.74021149,30.76025963,30.75668716,30.67160225,31.26824188,31.10636902,31.11458397,31.18877983,31.09270096,30.96781158
"Q99N84",28.06033707,27.9819622,28.15102768,28.04197311,28.09456444,28.25128555,27.96598244,27.9364624,27.94770813,27.789114,28.02072716,27.88762474,28.33968544,28.20340538,28.19929123,27.97163963,28.17145348,28.0507164
"Q99N87",28.28802109,28.25777245,28.32010269,28.45970917,28.41594887,28.0651226,28.02035713,28.13173103,28.13437843,27.92716599,28.01446342,28.01067924,28.27914619,28.34883118,28.20536423,28.14632416,28.27475357,27.95432472
"Q99N92",27.6274929,27.40859795,27.50317001,27.75078964,24.80216026,27.63650894,27.50468636,27.37019348,27.52230453,27.41635132,27.55215454,27.31492805,27.69604301,27.59896469,27.70246315,27.69132423,27.81872749,27.54760361
"Q99N93",27.17521858,27.13770294,27.05847931,27.17035484,27.28020859,27.211689,26.94301987,26.95015907,26.99841118,26.74727249,26.99464035,26.84302139,26.93629456,26.93449593,26.96124268,26.90712929,26.91205025,26.81641006
"Q99N96",28.37040138,28.32431602,28.47888756,28.33001328,28.32349968,28.68815804,28.39488792,28.4438343,28.20517731,28.3436718,28.41558647,28.36532021,28.68679047,28.67717552,28.56427383,28.33266068,28.5091114,28.46287155
"Q99NB8",23.48705673,25.15443611,24.40606689,23.63927841,24.88722992,24.81975555,25.88173294,26.01211929,25.07942581,26.00489616,25.28494453,25.40266418,25.10224724,24.41294098,24.39931107,24.4664917,23.68801498,25.59562492
"Q99P30-3",24.93599892,24.24069214,23.99067879,23.84469986,26.67922401,26.83424568,25.7665062,26.31093025,24.10160255,26.20698547,26.06718636,26.19035149,25.63428116,25.24153519,24.45598984,25.58772087,25.79845238,25.18205261
"Q99P72",26.7988472,26.71973228,26.97792816,26.70120811,26.91866112,26.92173004,26.86738205,27.23343086,26.81102943,27.2952652,26.74560547,27.5555954,23.93681335,26.29489708,26.70859337,26.43076134,26.9749794,25.75595474
"Q99PT1",30.25889587,30.26293373,30.23203468,30.08904266,30.10736847,30.09017754,30.50682449,30.38730621,30.54111671,30.63961792,30.26326942,30.38720322,30.11842537,30.16901779,30.30910492,29.97787476,30.19987679,30.17474174
"Q99PV0",28.95285416,28.86458015,29.06907272,28.90500832,28.89333725,29.08621025,28.89686203,28.98163414,28.89316368,28.80298042,28.87296867,29.00074959,28.69948769,28.77821922,28.737957,28.66810608,28.77608681,28.73753738
"Q9CPN8",27.59284782,27.64375114,27.51758194,27.41272163,27.38681412,27.71901321,27.72266579,27.73705482,27.65437698,27.74663162,27.74560547,27.84965706,27.59846687,27.78749657,27.70497131,27.65628624,27.83719635,27.92331696
"Q9CPP6",28.90112877,29.06694412,28.98291397,29.23345375,29.19088745,29.28735924,28.90060997,29.04463387,29.08154488,28.86626244,29.04098129,28.88585281,29.38232613,29.17202568,29.17944908,29.23735619,29.24295425,29.25790787
"Q9CPQ1",31.48965454,31.37404633,31.43782616,31.61833191,31.43161392,31.43956184,31.30334473,31.24428177,31.45748138,31.04302979,31.29723549,31.20588875,31.71276474,31.55709457,31.46138954,31.3095932,31.37539291,31.40816307
"Q9CPQ3",28.42205811,28.57119942,28.49487877,28.78078651,28.79532051,28.60484314,28.38989258,28.62617111,28.50062752,28.18522644,28.56336403,28.56561661,28.52716255,28.36360931,28.41485977,28.3877182,28.38936043,28.42450333
"Q9CPQ8",30.93269539,30.8815403,30.98223305,31.03741074,31.2238903,31.28752518,31.01504707,31.18559265,31.20128059,30.66517639,31.0131855,30.9881382,31.43683434,31.67493057,31.33580589,31.27519798,31.35494804,31.16110802
"Q9CPR5",28.27377701,28.56274605,28.19961929,28.46629906,28.56695938,28.29767227,28.10729218,28.09572029,28.227108,28.00865173,28.18489647,27.93427086,28.48158455,28.45285416,28.42977905,28.35333824,28.37231255,28.30225563
"Q9CPT4",28.96273232,28.61389542,28.89081764,28.4561882,29.12354088,28.95573807,28.73834419,29.17111969,28.41542435,28.60360527,28.65157318,28.87229347,28.76192474,28.6316967,28.78621864,28.74640656,28.58254814,28.78712273
"Q9CPV3",27.32001686,27.68364716,27.70964622,27.82146835,27.43284798,27.6044178,24.39742661,27.50339699,27.55997849,24.30792046,27.88866997,27.39827728,28.10069275,27.68565369,28.05387878,27.77987862,27.83285713,27.4932003
"Q9CPV4",26.67895508,26.68885803,26.67195702,26.69418335,26.6959095,26.60766602,27.0589962,26.81628799,26.77881432,26.91843414,27.02907372,26.64691353,26.82953453,26.93168068,26.81714249,26.63796043,26.77793694,26.94971275
"Q9CPW3",26.17224503,26.37553978,27.10978508,26.80304337,26.18161964,26.62756157,27.03286171,26.95604324,26.05469704,26.98869324,26.30844879,27.15566635,26.71214104,26.75276947,26.67276573,25.05600929,26.40592384,25.30375671
"Q9CPW9",24.53743553,24.99233818,25.63182068,25.25525856,24.75296021,23.77986908,24.78741646,24.87732697,24.95386314,25.15576363,24.62701607,23.76668167,26.09055138,25.11560822,25.83429337,26.01788521,24.87988663,24.41165924
"Q9CPX7",28.37828064,28.46684456,28.39901161,28.33534813,28.51122475,28.38652611,27.95631981,28.21965027,28.13310432,28.14345741,28.09290123,28.02014542,28.19074631,27.99020958,28.18200874,28.28356743,28.03296661,28.18167686
"Q9CPX8",25.23166847,28.31276512,24.47857475,28.63280487,28.47498703,28.1984024,23.3564415,27.89324951,24.79101563,24.65593719,28.73424721,25.28980064,24.51319885,23.89265823,28.29360008,25.00035095,25.3893528,24.93601799
"Q9CPY1",24.93081284,27.12277603,24.82905579,27.51773262,25.15274239,27.59548187,27.85412407,27.49106026,27.63471031,24.26413155,27.50574493,25.01928711,27.89758301,27.4542675,24.77973557,25.18663597,27.37550735,27.90265274
"Q9CPY7",29.59489632,29.61289406,29.53880692,29.47550964,29.56585312,29.51103592,29.57902718,29.56378174,29.51305199,29.48381424,29.64016914,29.46958351,29.80542755,29.66715813,29.75409126,29.66113853,29.77680779,29.66409302
"Q9CPZ8",27.78979874,27.91655731,28.08527184,28.01153374,28.00185013,27.75951385,27.70061302,27.78967476,27.77705956,27.80685806,27.69537926,27.59469986,27.98516846,27.8469696,27.89006233,27.56034279,27.77762222,27.48608017
"Q9CQ06",28.09627533,28.17702675,28.21530533,28.26731682,28.11182594,28.13809395,28.2792778,28.18286133,28.14262962,28.03317642,28.37297821,27.73136902,28.40446281,28.23904228,28.17830849,28.16442108,28.21182823,28.13168335
"Q9CQ21",26.07960701,25.84567833,25.57296944,25.15412331,25.32589912,24.55456352,25.90127182,26.08893585,26.34991074,26.44002914,26.20545769,26.15659332,26.10361671,26.11181641,26.1292572,26.08620453,24.92925453,24.9097023
"Q9CQ22",28.48631096,28.36151886,28.5458374,28.64185905,28.79488754,28.37397385,28.21326637,28.2042923,28.39042664,28.52876472,28.25065422,28.48995018,28.29876518,28.37198067,28.3521595,28.3475647,28.45932007,28.43121529
"Q9CQ40",27.34078979,27.09012794,27.38376808,27.00560379,27.26695824,27.23425293,27.26803017,27.3436718,27.09607315,26.97672844,27.20069504,27.37583733,27.43045807,27.44766235,27.33449554,26.98098183,27.31267929,27.21955872
"Q9CQ43",27.6322155,27.91968536,27.79017067,27.91382027,27.80224228,27.7634449,27.93359566,27.79141426,27.84170151,28.02379799,27.94960213,27.94586754,28.01584625,27.86437416,28.04572678,27.91473389,28.0731144,27.90615463
"Q9CQ45",27.18357086,27.27043915,27.3506012,27.30286598,27.10469627,27.11386299,27.2269249,27.02115059,26.9878273,27.61294746,27.26731682,27.3779068,27.23763084,27.67888832,27.13731384,27.5238018,27.61379051,27.60215378
"Q9CQ48",26.31318092,26.24410629,26.4720459,24.4449749,26.27719498,26.52258873,26.62714577,26.34140015,26.29937553,26.4600296,26.3357048,26.4105072,26.93134308,26.7719059,26.87806511,26.81616592,26.80082321,26.86336899
"Q9CQ54",28.86744118,28.71901321,28.77733994,28.97558022,28.95051956,28.85605431,28.53419304,28.66563416,28.91256523,28.41872597,28.8393898,28.55094528,29.09264946,29.00380898,28.85004425,28.75995827,28.75461769,28.73343849
"Q9CQ56",25.38165855,26.12628555,26.05397224,25.96848869,26.2685833,26.01107407,26.10305595,25.82711411,26.10647392,25.82907486,26.23332024,25.90272141,26.32018852,25.99219894,25.22901726,25.83793068,25.88250351,23.68823433
"Q9CQ60",29.2157917,29.53960228,29.05408669,29.09928703,28.85483742,29.10617065,29.46567726,29.55288696,29.30602074,29.51320267,29.29957199,29.49197769,29.25363159,29.53449059,29.41118813,29.34025955,29.29032898,29.19145203
"Q9CQ65",28.30530357,28.12366486,28.04066849,28.11485672,28.03033829,27.93887711,28.2807827,28.12844086,28.12470055,28.29294205,28.1102829,28.1722641,27.93399048,28.0510807,28.24712563,28.13594437,28.11565018,28.24417877
"Q9CQ69",31.41885567,31.57479286,31.52649879,31.82740974,31.82914925,31.46834946,31.30953789,31.50852585,31.46645546,31.24739647,31.40466499,31.25467873,31.71050835,31.61245537,31.47329521,31.50824165,31.41422462,31.40750504
"Q9CQ71",27.66979599,27.60102081,27.90293884,27.69005775,27.52365112,28.03033829,28.03490829,28.28951645,27.85019302,27.95947456,27.8045826,28.07856941,27.96008301,28.030653,27.75531769,27.99959373,28.1277523,27.92473412
"Q9CQ75",30.62444496,30.5767765,30.36452866,30.4948597,30.80501175,30.29384041,30.36421394,30.20303154,30.27430916,29.93311691,30.54535866,29.93001747,30.41235924,30.51389885,30.41397285,30.42702484,30.44233322,30.36317062
"Q9CQ80",25.69335938,25.95064735,26.28903198,26.03136826,25.65417099,25.9250164,25.96344948,26.56964302,25.90747452,26.68029785,26.25852013,26.14575195,25.76751709,25.93213272,25.93642998,25.9703331,25.95954132,26.06451607
"Q9CQ85",27.36101723,27.17331314,27.3334713,27.31535912,26.92603493,27.42718315,27.08283806,27.65184784,27.34223175,27.20321846,27.08344841,27.14433289,27.70259666,27.67673874,27.41997147,27.46341705,27.54443741,27.72201538
"Q9CQ92",30.50937462,30.60858345,30.63053322,30.61122513,30.2967968,30.43071747,30.32109261,30.42041206,30.73392296,30.34593582,30.18222237,30.41709518,30.16218948,30.09017754,30.23500633,30.00356674,30.089674,30.15363884
"Q9CQA1",26.83074379,24.18055725,26.5780201,26.52951622,26.60215378,26.72507477,26.71541786,26.45194435,26.93910027,26.91934395,26.92433739,26.7759285,26.80661201,26.95127106,25.66913223,26.58620453,26.74599075,26.73182106
"Q9CQA3",31.68716621,31.56251907,31.54305458,31.61227989,31.59103012,31.49900246,31.45679474,31.59499359,31.49681282,31.43817329,31.4750843,31.2660656,31.84613991,31.68695641,31.69432449,31.64585686,31.65313721,31.60673141
"Q9CQA5",24.68249702,24.62166214,24.18691826,25.64821625,24.5302372,24.45243073,24.88838959,24.65908813,24.63720703,24.46486473,23.80267906,26.20357895,25.9005394,24.47372818,24.94952774,25.13222313,24.82227325,24.55322456
"Q9CQB2",26.35890579,26.4539547,26.6246376,26.58849335,26.4891777,24.98407555,25.15615273,26.60978127,26.52817535,26.88739204,24.49761009,26.46046829,23.96998215,23.86870384,24.88970375,25.11973763,24.41064453,23.90333557
"Q9CQB4",31.1700325,31.18600655,31.32592392,31.05109406,31.12607956,31.26371765,31.24064636,31.33244705,31.40760612,30.56900787,31.29663277,31.01956177,31.67370987,31.59734917,31.51582718,31.30774879,31.65829849,31.30220222
